,branch,address,city,zip code,ytd,year,month,circulation_count
12779,West Town,1625 W. Chicago Ave.,Chicago,60622.0,122088,2011,july,10601
12780,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,37399,2011,july,3123
12781,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,125056,2011,july,10366
12782,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,42257,2011,july,4600
12786,Albany Park,,,,135858,2016,july,11878
12787,Altgeld,,,,5864,2016,july,333
12788,Archer Heights,,,,75818,2016,july,5855
12789,Austin,,,,21272,2016,july,1786
12790,Austin-Irving,,,,118020,2016,july,10368
12791,Avalon,,,,47702,2016,july,4254
12792,Back of the Yards,,,,39502,2016,july,3457
12793,Beverly,,,,62264,2016,july,5206
12794,Bezazian,,,,115177,2016,july,10241
12795,Blackstone,,,,100420,2016,july,9809
12796,Brainerd,,,,13258,2016,july,1004
12797,Brighton Park,,,,59178,2016,july,5074
12798,Bucktown-Wicker Park,,,,123454,2016,july,10398
12799,Budlong Woods,,,,102830,2016,july,8631
12800,Canaryville,,,,22528,2016,july,2000
12801,Chicago Bee,,,,15002,2016,july,1216
12802,Chicago Lawn,,,,37448,2016,july,3082
12803,Chinatown,,,,139865,2016,july,11300
12804,Clearing,,,,41732,2016,july,3561
12805,Coleman,,,,42340,2016,july,3782
12806,"Daley, Richard J. - Bridgeport",,,,74356,2016,july,6267
12807,"Daley, Richard M. - W Humboldt",,,,42352,2016,july,3620
12808,Douglass,,,,19343,2016,july,1438
12809,Dunning,,,,63134,2016,july,5678
12810,Edgebrook,,,,102567,2016,july,9882
12811,Edgewater,,,,184583,2016,july,15672
12812,Gage Park,,,,21873,2016,july,1807
12813,Galewood-Mont Clare,,,,12195,2016,july,1001
12814,Garfield Ridge,,,,61834,2016,july,5277
12815,Greater Grand Crossing,,,,25993,2016,july,2315
12816,Hall,,,,15817,2016,july,1408
12817,Harold Washington Library Center,,,,670077,2016,july,58091
12818,Hegewisch,,,,28835,2016,july,2655
12819,Humboldt Park,,,,70210,2016,july,6063
12820,Independence,,,,0,2016,july,0
12821,Jefferson Park,,,,95365,2016,july,8321
12822,Jeffery Manor,,,,12344,2016,july,1038
12823,Kelly,,,,11307,2016,july,706
12824,King,,,,32994,2016,july,2585
12825,Legler Regional,,,,16029,2016,july,1088
12826,Lincoln Belmont,,,,156842,2016,july,14044
12827,Lincoln Park,,,,111387,2016,july,10733
12828,Little Village,,,,68243,2016,july,5171
12829,Logan Square,,,,127151,2016,july,10741
12830,Lozano,,,,61126,2016,july,5208
12831,Manning,,,,31008,2016,july,3037
12832,Mayfair,,,,59682,2016,july,5193
12833,McKinley Park,,,,73007,2016,july,6082
12834,Merlo,,,,96756,2016,july,8332
12835,Mount Greenwood,,,,68918,2016,july,6954
12836,Near North,,,,114311,2016,july,9931
12837,North Austin,,,,19702,2016,july,1775
12838,North Pulaski,,,,45763,2016,july,4226
12839,Northtown,,,,100530,2016,july,8985
12840,Oriole Park,,,,79077,2016,july,6763
12841,Portage-Cragin,,,,86307,2016,july,7008
12842,Pullman,,,,16344,2016,july,1326
12843,Roden,,,,73599,2016,july,7141
12844,Rogers Park,,,,131222,2016,july,11520
12845,Roosevelt,,,,62700,2016,july,5639
12846,Scottsdale,,,,35488,2016,july,3134
12847,Sherman Park,,,,10521,2016,july,922
12848,South Chicago,,,,30219,2016,july,2611
12849,South Shore,,,,38129,2016,july,3316
12850,Sulzer Regional,,,,412021,2016,july,38336
12851,Thurgood Marshall,,,,31240,2016,july,2700
12852,Toman,,,,70387,2016,july,6131
12853,Uptown,,,,87270,2016,july,7383
12854,Vodak-East Side,,,,49351,2016,july,4494
12855,Walker,,,,23499,2016,july,2245
12856,Water Works,,,,42264,2016,july,3633
12857,West Belmont,,,,84081,2016,july,7199
12858,West Chicago Avenue,,,,16645,2016,july,1238
12859,West Englewood,,,,16878,2016,july,1275
12860,West Lawn,,,,59115,2016,july,4907
12861,West Pullman,,,,26449,2016,july,2097
12862,West Town,,,,75478,2016,july,5882
12863,"Whitney M. Young, Jr.",,,,23194,2016,july,1867
12864,Woodson Regional,,,,74622,2016,july,6895
12865,Wrightwood-Ashburn,,,,25190,2016,july,2300
12869,Altgeld,,,,4297,2017,july,583
12870,Garfield Ridge,,,,61434,2017,july,5967
12871,Rogers Park,,,,126146,2017,july,11882
12872,Merlo,,,,95477,2017,july,8108
12873,Legler Regional,,,,12520,2017,july,1153
12874,King,,,,28927,2017,july,2431
12875,North Austin,,,,17845,2017,july,1840
12876,Uptown,,,,83125,2017,july,7847
12877,Wrightwood-Ashburn,,,,22473,2017,july,1904
12878,Harold Washington Library Center,,,,634570,2017,july,59485
12879,Toman,,,,65020,2017,july,5440
12880,West Belmont,,,,81816,2017,july,7520
12881,"Daley, Richard J. - Bridgeport",,,,66355,2017,july,5683
12882,Sherman Park,,,,9228,2017,july,1121
12883,Coleman,,,,40095,2017,july,3403
12884,Oriole Park,,,,72151,2017,july,6601
12885,Pullman,,,,15123,2017,july,1366
12886,Northtown,,,,94927,2017,july,9567
12887,Water Works,,,,48351,2017,july,4418
12888,Lincoln Belmont,,,,154474,2017,july,13653
12889,Austin-Irving,,,,110235,2017,july,10551
12890,Chinatown,,,,127037,2017,july,11284
12891,North Pulaski,,,,37242,2017,july,3434
12892,Brighton Park,,,,56112,2017,july,5073
12893,Budlong Woods,,,,97721,2017,july,8346
12894,Douglass,,,,15553,2017,july,1446
12895,Vodak-East Side,,,,41701,2017,july,3845
12896,"Whitney M. Young, Jr.",,,,14547,2017,july,1862
12897,West Chicago Avenue,,,,12682,2017,july,1084
12898,Chicago Lawn,,,,38739,2017,july,3677
12899,Roden,,,,74683,2017,july,7408
12900,West Lawn,,,,51048,2017,july,4825
12901,Chicago Bee,,,,12740,2017,july,1178
12902,South Chicago,,,,24980,2017,july,2402
12903,Bezazian,,,,102832,2017,july,9363
12904,South Shore,,,,30527,2017,july,2952
12905,Austin,,,,12015,2017,july,1622
12906,Canaryville,,,,23027,2017,july,2249
12908,Avalon,,,,45981,2017,july,3413
12909,Jeffery Manor,,,,9057,2017,july,770
12910,"Daley, Richard M. - W Humboldt",,,,31597,2017,july,2477
12911,West Town,,,,69661,2017,july,6159
12912,Beverly,,,,72769,2017,july,6994
12913,Mount Greenwood,,,,64963,2017,july,6732
12914,Humboldt Park,,,,63037,2017,july,5869
12915,Dunning,,,,58392,2017,july,5552
12916,Lincoln Park,,,,117833,2017,july,10551
12917,Bucktown-Wicker Park,,,,117212,2017,july,10388
12918,Back of the Yards,,,,31124,2017,july,2652
12919,Thurgood Marshall,,,,27162,2017,july,2475
12920,Kelly,,,,11160,2017,july,1004
12921,Independence,,,,0,2017,july,0
12922,Mayfair,,,,56550,2017,july,5049
12923,Hall,,,,15017,2017,july,1278
12924,Manning,,,,29033,2017,july,2353
12925,Galewood-Mont Clare,,,,12110,2017,july,1394
12927,Woodson Regional,,,,0,2017,july,0
12928,Logan Square,,,,129314,2017,july,11790
12929,Greater Grand Crossing,,,,23192,2017,july,1872
12930,Edgewater,,,,182962,2017,july,16570
12931,Hegewisch,,,,25300,2017,july,2157
12932,West Pullman,,,,29836,2017,july,2584
12933,West Englewood,,,,16943,2017,july,1361
12934,Blackstone,,,,96778,2017,july,9987
12935,Lozano,,,,56669,2017,july,5089
12936,Albany Park,,,,121534,2017,july,10718
12937,Gage Park,,,,19172,2017,july,1530
12939,Archer Heights,,,,68197,2017,july,6075
12940,Jefferson Park,,,,86449,2017,july,8408
12941,Edgebrook,,,,101906,2017,july,10355
12942,Near North,,,,110921,2017,july,9859
12943,Scottsdale,,,,32880,2017,july,3326
12944,Portage-Cragin,,,,89744,2017,july,8173
12945,Walker,,,,21509,2017,july,2204
12946,Brainerd,,,,12425,2017,july,944
12947,Clearing,,,,37950,2017,july,3934
12948,Little Village,,,,61242,2017,july,5161
12949,Sulzer Regional,,,,403323,2017,july,36438
12950,Roosevelt,,,,58366,2017,july,5615
12951,McKinley Park,,,,68579,2017,july,5965
12952,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,4609,2022,july,502
12953,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,8041,2022,july,835
12955,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,25002,2022,july,2150
12956,Beverly,1962 W. 95th St.,Chicago,60643.0,26961,2022,july,3365
12957,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,27343,2022,july,2505
12958,Manning,6 S. Hoyne Ave.,Chicago,60612.0,11869,2022,july,1401
12959,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,81017,2022,july,7174
12960,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,41531,2022,july,3750
12961,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,35914,2022,july,3489
12962,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,15567,2022,july,1462
12963,Edgewater,6000 N. Broadway St.,Chicago,60660.0,124239,2022,july,11022
12964,South Shore,2505 E. 73rd St.,Chicago,60649.0,10647,2022,july,927
12965,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,6453,2022,july,729
12966,Hall,4801 S. Michigan Ave.,Chicago,60615.0,7510,2022,july,756
12967,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,12242,2022,july,1117
12968,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,19893,2022,july,1903
12969,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,30562,2022,july,2735
12971,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,40511,2022,july,3897
12972,West Pullman,830 W. 119th St.,Chicago,60643.0,8454,2022,july,732
12973,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,59621,2022,july,5317
12974,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2857,2022,july,320
12975,Altgeld,955 E. 131st St.,Chicago,60827.0,2641,2022,july,257
12976,North Austin,5724 W. North Ave.,Chicago,60639.0,6732,2022,july,855
12977,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,17465,2022,july,1706
12978,Near North,310 W. Division St.,Chicago,60610.0,46760,2022,july,295
12979,Water Works,163 E. Pearson St.,Chicago,60611.0,38310,2022,july,4136
12980,Uptown,929 W. Buena Ave.,Chicago,60613.0,54707,2022,july,5432
12982,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,98867,2022,july,8496
12983,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,5335,2022,july,634
12984,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,64486,2022,july,5985
12985,West Englewood,1745 W. 63rd St.,Chicago,60636.0,4576,2022,july,513
12986,Northtown,6800 N. Western Ave.,Chicago,60645.0,101188,2022,july,9487
12987,West Lawn,4020 W. 63rd St.,Chicago,60629.0,20225,2022,july,2063
12988,King,3436 S. King Dr.,Chicago,60616.0,11940,2022,july,1157
12989,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,14820,2022,july,1245
12990,Lozano,1805 S. Loomis St.,Chicago,60608.0,25002,2022,july,2223
12991,Merlo,644 W. Belmont Ave.,Chicago,60657.0,106736,2022,july,9563
12992,Little Italy,1336 W. Taylor St.,Chicago,60607.0,45000,2022,july,4057
12993,Canaryville,642 W. 43rd St.,Chicago,60609.0,8998,2022,july,399
12994,Independence,4024 N. Elston Ave.,Chicago,60618.0,73846,2022,july,6646
12995,Austin,5615 W. Race Ave.,Chicago,60644.0,7589,2022,july,592
12996,Scottsdale,4101 W. 79th St.,Chicago,60652.0,15151,2022,july,1476
12997,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,104173,2022,july,10886
12998,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,16002,2022,july,1366
12999,North Pulaski,4300 W. North Ave.,Chicago,60639.0,12675,2022,july,950
13000,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,116319,2022,july,10610
13001,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,63482,2022,july,6068
13002,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,4118,2022,july,457
13003,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,8850,2022,july,482
13004,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,72049,2022,july,6747
13005,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,16433,2022,july,1600
13007,Coleman,731 E. 63rd St.,Chicago,60637.0,11059,2022,july,1058
13008,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,41675,2022,july,3777
13009,Douglass,3353 W. 13th St.,Chicago,60623.0,4250,2022,july,224
13010,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,21980,2022,july,1914
13011,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,79259,2022,july,7621
13012,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,55614,2022,july,5395
13013,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,273406,2022,july,23715
13014,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,60991,2022,july,5958
13015,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,36368,2022,july,3770
13017,Gage Park,2807 W. 55th St.,Chicago,60632.0,7493,2022,july,967
13018,Hegewisch,3048 E. 130th St.,Chicago,60633.0,9734,2022,july,1108
13019,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,142413,2022,july,13666
13020,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,6186,2022,july,519
13021,McKinley Park,1915 W. 35th St.,Chicago,60609.0,37881,2022,july,3157
13022,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,25307,2022,july,3979
13023,West Loop,122 N. Aberdeen St.,Chicago,60607.0,52688,2022,july,4560
13024,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,76814,2022,july,6891
13025,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23735,2022,july,1789
13026,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,8920,2022,july,893
13027,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,301340,2022,july,26692
13028,Rogers Park,6907 N. Clark St.,Chicago,60626.0,77588,2022,july,6950
13029,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,0,2022,july,0
13030,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,5141,2022,july,450
13031,West Town,1625 W. Chicago Ave.,Chicago,60622.0,53459,2022,july,4901
13032,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,46056,2022,july,4597
13033,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,58539,2022,july,5477
13034,Brainerd,1350 W. 89th St.,Chicago,60620.0,3899,2022,july,337
13035,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,17940,2022,july,1609
13036,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,8324,2022,july,720
13037,Chicago Bee,3647 S. State St.,Chicago,60609.0,9095,2022,july,778
13038,Albany Park,,,,111168,2018,july,10766
13039,Altgeld,,,,4469,2018,july,320
13040,Archer Heights,,,,62312,2018,july,5555
13041,Austin,,,,11569,2018,july,1310
13042,Austin-Irving,,,,108252,2018,july,9891
13043,Avalon,,,,39384,2018,july,3556
13044,Back of the Yards,,,,26707,2018,july,2437
13045,Beverly,,,,54985,2018,july,5178
13046,Bezazian,,,,99716,2018,july,8882
13047,Blackstone,,,,98515,2018,july,9044
13048,Brainerd,,,,9849,2018,july,689
13049,Brighton Park,,,,55383,2018,july,5222
13050,Bucktown-Wicker Park,,,,110244,2018,july,9832
13051,Budlong Woods,,,,97197,2018,july,8824
13052,Canaryville,,,,23079,2018,july,1984
13053,Chicago Bee,,,,1190,2018,july,0
13054,Chicago Lawn,,,,36537,2018,july,3181
13055,Chinatown,,,,114777,2018,july,9932
13056,Clearing,,,,33426,2018,july,3186
13057,Coleman,,,,29584,2018,july,2403
13058,"Daley, Richard J. - Bridgeport",,,,59826,2018,july,6278
13059,"Daley, Richard M. - W Humboldt",,,,34098,2018,july,2903
13060,Douglass,,,,10456,2018,july,1395
13061,Dunning,,,,53934,2018,july,4548
13062,Edgebrook,,,,99023,2018,july,9752
13063,Edgewater,,,,175094,2018,july,15342
13064,Gage Park,,,,15670,2018,july,1391
13065,Galewood-Mont Clare,,,,11112,2018,july,1226
13066,Garfield Ridge,,,,61290,2018,july,5933
13067,Greater Grand Crossing,,,,20689,2018,july,1929
13068,Hall,,,,17906,2018,july,1687
13069,Harold Washington Library Center,,,,614313,2018,july,55231
13070,Hegewisch,,,,20847,2018,july,1860
13071,Humboldt Park,,,,59289,2018,july,5306
13072,Independence,,,,4,2018,july,0
13073,Jefferson Park,,,,85709,2018,july,7760
13074,Jeffery Manor,,,,8857,2018,july,762
13075,Kelly,,,,6489,2018,july,715
13076,King,,,,27549,2018,july,2197
13077,Legler Regional,,,,12228,2018,july,899
13078,Lincoln Belmont,,,,152272,2018,july,13236
13079,Lincoln Park,,,,117208,2018,july,11058
13080,Little Village,,,,49496,2018,july,3997
13081,Logan Square,,,,133666,2018,july,12240
13082,Lozano,,,,44697,2018,july,3553
13083,Manning,,,,22749,2018,july,2163
13084,Mayfair,,,,53062,2018,july,5122
13085,McKinley Park,,,,67682,2018,july,6265
13086,Merlo,,,,95983,2018,july,8697
13087,Mount Greenwood,,,,63331,2018,july,6064
13088,Near North,,,,106549,2018,july,9651
13089,North Austin,,,,6518,2018,july,977
13090,North Pulaski,,,,32944,2018,july,3161
13091,Northtown,,,,84462,2018,july,8649
13092,Oriole Park,,,,69652,2018,july,6519
13093,Portage-Cragin,,,,80258,2018,july,7259
13094,Pullman,,,,12608,2018,july,1114
13095,Roden,,,,69745,2018,july,6873
13096,Rogers Park,,,,123757,2018,july,11538
13097,Roosevelt,,,,53367,2018,july,5502
13098,Scottsdale,,,,26203,2018,july,2378
13099,Sherman Park,,,,8491,2018,july,780
13100,South Chicago,,,,21306,2018,july,2156
13101,South Shore,,,,32724,2018,july,3120
13102,Sulzer Regional,,,,379533,2018,july,33967
13103,Thurgood Marshall,,,,20328,2018,july,2072
13104,Toman,,,,59450,2018,july,5062
13105,Uptown,,,,79570,2018,july,6649
13106,Vodak-East Side,,,,35364,2018,july,3287
13107,Walker,,,,19737,2018,july,1700
13108,Water Works,,,,50245,2018,july,4272
13109,West Belmont,,,,64530,2018,july,6695
13110,West Chicago Avenue,,,,11928,2018,july,1211
13111,West Englewood,,,,15715,2018,july,1355
13112,West Lawn,,,,40031,2018,july,3712
13113,West Pullman,,,,20801,2018,july,1775
13114,West Town,,,,61054,2018,july,5598
13115,"Whitney M. Young, Jr.",,,,4,2018,july,0
13116,Woodson Regional,,,,58920,2018,july,5609
13117,Wrightwood-Ashburn,,,,20573,2018,july,2192
13121,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,93009,2019,july,9664
13122,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,4014,2019,july,354
13123,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,58025,2019,july,5356
13124,Austin,5615 W. Race Ave.,Chicago,60644.0,11328,2019,july,1134
13125,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,119100,2019,july,11634
13126,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,36480,2019,july,3460
13127,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,24465,2019,july,2412
13128,Beverly,1962 W. 95th St.,Chicago,60643.0,49151,2019,july,4425
13129,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,98356,2019,july,8873
13130,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,99833,2019,july,9804
13131,Brainerd,1350 W. 89th St.,Chicago,60620.0,9204,2019,july,720
13132,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,45008,2019,july,3759
13133,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,109420,2019,july,10344
13134,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,95599,2019,july,8624
13135,Canaryville,642 W. 43rd St.,Chicago,60609.0,20111,2019,july,1793
13136,Chicago Bee,3647 S. State St.,Chicago,60609.0,10925,2019,july,1076
13137,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,28646,2019,july,3362
13138,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,97309,2019,july,8711
13139,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,27959,2019,july,3158
13140,Coleman,731 E. 63rd St.,Chicago,60637.0,23206,2019,july,2374
13141,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,61689,2019,july,5897
13142,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,31014,2019,july,2453
13143,Douglass,3353 W. 13th St.,Chicago,60623.0,1250,2019,july,0
13144,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,48246,2019,july,4769
13145,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,104803,2019,july,10893
13146,Edgewater,6000 N. Broadway St.,Chicago,60660.0,171399,2019,july,16253
13147,Gage Park,2807 W. 55th St.,Chicago,60632.0,14102,2019,july,1513
13148,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,9156,2019,july,856
13149,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,53187,2019,july,5448
13150,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,17264,2019,july,2066
13151,Hall,4801 S. Michigan Ave.,Chicago,60615.0,16185,2019,july,1690
13152,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,581151,2019,july,51624
13153,Hegewisch,3048 E. 130th St.,Chicago,60633.0,19052,2019,july,1805
13154,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,56569,2019,july,5304
13155,Independence,4024 N. Elston Ave.,Chicago,60618.0,88455,2019,july,9449
13156,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,11806,2019,july,0
13157,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,8774,2019,july,791
13158,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,11116,2019,july,1235
13159,King,3436 S. King Dr.,Chicago,60616.0,21311,2019,july,1804
13160,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,8572,2019,july,1240
13161,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,168646,2019,july,16318
13162,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,133337,2019,july,12704
13163,Little Italy,1336 W. Taylor St.,Chicago,60607.0,62281,2019,july,6750
13164,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,39280,2019,july,3633
13165,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,131945,2019,july,12661
13166,Lozano,1805 S. Loomis St.,Chicago,60608.0,42111,2019,july,3781
13167,Manning,6 S. Hoyne Ave.,Chicago,60612.0,22218,2019,july,2130
13168,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,46902,2019,july,4444
13169,McKinley Park,1915 W. 35th St.,Chicago,60609.0,57882,2019,july,5079
13170,Merlo,644 W. Belmont Ave.,Chicago,60657.0,14637,2019,july,0
13171,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,57050,2019,july,6275
13172,Near North,310 W. Division St.,Chicago,60610.0,102226,2019,july,9921
13173,North Austin,5724 W. North Ave.,Chicago,60639.0,12466,2019,july,1308
13174,North Pulaski,4300 W. North Ave.,Chicago,60639.0,27230,2019,july,2514
13175,Northtown,6800 N. Western Ave.,Chicago,60645.0,106944,2019,july,13998
13176,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,65208,2019,july,6505
13177,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,52633,2019,july,6023
13178,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,12506,2019,july,976
13179,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,72925,2019,july,7785
13180,Rogers Park,6907 N. Clark St.,Chicago,60626.0,112965,2019,july,10283
13181,Scottsdale,4101 W. 79th St.,Chicago,60652.0,21923,2019,july,2038
13182,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,7004,2019,july,743
13183,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,18699,2019,july,1612
13184,South Shore,2505 E. 73rd St.,Chicago,60649.0,2571,2019,july,0
13185,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,369530,2019,july,33964
13186,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,21139,2019,july,2108
13187,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,50027,2019,july,4700
13188,Uptown,929 W. Buena Ave.,Chicago,60613.0,90869,2019,july,9561
13189,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,30031,2019,july,2907
13190,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,16505,2019,july,2011
13191,Water Works,163 E. Pearson St.,Chicago,60611.0,57958,2019,july,5788
13192,West Belmont,3104 N. Narragansett Ave.,Chicago,60611.0,65853,2019,july,6601
13193,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60634.0,8812,2019,july,845
13194,West Englewood,1745 W. 63rd St.,Chicago,60651.0,13534,2019,july,1249
13195,West Lawn,4020 W. 63rd St.,Chicago,60636.0,36382,2019,july,3470
13196,West Loop,122 N. Aberdeen St.,Chicago,60607.0,59405,2019,july,5720
13197,West Pullman,830 W. 119th St.,Chicago,60643.0,17823,2019,july,1663
13198,West Town,1625 W. Chicago Ave.,Chicago,60622.0,59889,2019,july,5756
13199,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,21973,2019,july,2126
13200,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,59933,2019,july,5103
13201,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,17607,2019,july,1812
13205,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,83297,2012,july,11196
13206,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,10010,2012,july,809
13207,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,97256,2012,july,7735
13208,Austin,5615 W. Race Ave.,Chicago,60644.0,26524,2012,july,2329
13209,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,157405,2012,july,13630
13210,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,66885,2012,july,5543
13211,Beverly,1962 W. 95th St.,Chicago,60643.0,90701,2012,july,8791
13212,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,177856,2012,july,15999
13213,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,138346,2012,july,12979
13214,Brainerd,1350 W. 89th St.,Chicago,60620.0,14813,2012,july,1296
13215,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,82400,2012,july,5883
13216,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,165941,2012,july,14667
13217,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,162754,2012,july,14047
13218,Canaryville,642 W. 43rd St.,Chicago,60609.0,38771,2012,july,3208
13219,Chicago Bee,3647 S. State St.,Chicago,60609.0,17665,2012,july,1461
13220,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,65200,2012,july,5811
13221,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,142558,2012,july,11861
13222,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,69717,2012,july,6164
13223,Coleman,731 E. 63rd St.,Chicago,60637.0,37885,2012,july,2623
13224,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,97490,2012,july,8610
13225,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,72620,2012,july,6180
