,branch,address,city,zip code,ytd,year,month,circulation_count
7757,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,38197,2021,april,3092
7758,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,57073,2021,april,5055
7759,West Loop,122 N. Aberdeen St.,Chicago,60607.0,45506,2021,april,3830
7760,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,7079,2021,april,302
7762,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,3205,2021,april,260
7763,Hall,4801 S. Michigan Ave.,Chicago,60615.0,6169,2021,april,469
7764,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,41816,2021,april,3392
7765,Coleman,731 E. 63rd St.,Chicago,60637.0,11157,2021,april,657
7766,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,62934,2021,april,4717
7767,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,23328,2021,april,2071
7768,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,9986,2021,april,633
7769,Chicago Bee,3647 S. State St.,Chicago,60609.0,7891,2021,april,610
7770,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,18626,2021,april,1497
7771,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2859,2021,april,140
7773,"Whitney M. Young, Jr.",415 E. 79th St.,Chicago,60619.0,9710,2020,april,0
7775,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,8559,2020,april,0
7776,Albany Park,3401 W. Foster Ave.,Chicago,60625.0,49247,2020,april,0
7777,Avalon,8148 S. Stony Island Ave.,Chicago,60617.0,16799,2020,april,0
7778,Brainerd,1350 W. 89th St.,Chicago,60620.0,3577,2020,april,0
7779,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,42683,2020,april,0
7780,Little Italy,1336 W. Taylor St.,Chicago,60607.0,37786,2020,april,0
7781,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,63999,2020,april,0
7782,Kelly,6151 S. Normal Blvd.,Chicago,60621.0,4498,2020,april,0
7783,Edgewater,6000 N. Broadway St.,Chicago,60660.0,103570,2020,april,0
7784,Near North,310 W. Division St.,Chicago,60610.0,72498,2020,april,0
7785,Canaryville,642 W. 43rd St.,Chicago,60609.0,4120,2020,april,0
7786,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,37045,2020,april,0
7787,Manning,6 S. Hoyne Ave.,Chicago,60612.0,3325,2020,april,0
7788,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,36262,2020,april,0
7789,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,6739,2020,april,0
7790,Scottsdale,4101 W. 79th St.,Chicago,60652.0,11650,2020,april,0
7791,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,1109,2020,april,0
7792,West Lawn,4020 W. 63rd St.,Chicago,60629.0,16996,2020,april,0
7793,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,11151,2020,april,0
7794,Rogers Park,6907 N. Clark St.,Chicago,60626.0,65574,2020,april,1
7795,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,28473,2020,april,0
7796,King,3436 S. King Dr.,Chicago,60616.0,11145,2020,april,0
7797,Water Works,163 E. Pearson St.,Chicago,60611.0,12534,2020,april,0
7798,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,16965,2020,april,0
7799,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,36246,2020,april,0
7800,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,226464,2020,april,0
7801,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,60837,2020,april,0
7802,North Austin,5724 W. North Ave.,Chicago,60639.0,7093,2020,april,0
7803,West Town,1625 W. Chicago Ave.,Chicago,60622.0,35535,2020,april,0
7804,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,55627,2020,april,0
7805,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,92065,2020,april,0
7806,West Englewood,1745 W. 63rd St.,Chicago,60636.0,4621,2020,april,0
7807,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,23929,2020,april,0
7808,Hegewisch,3048 E. 130th St.,Chicago,60633.0,11479,2020,april,0
7809,Independence,4024 N. Elston Ave.,Chicago,60618.0,55694,2020,april,0
7810,Lozano,1805 S. Loomis St.,Chicago,60608.0,21536,2020,april,2
7811,South Shore,2505 E. 73rd St.,Chicago,60649.0,7780,2020,april,0
7812,Chinatown,2100 S. Wentworth Ave.,Chicago,60616.0,40334,2020,april,0
7813,Douglass,3353 W. 13th St.,Chicago,60623.0,4785,2020,april,0
7814,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,71923,2020,april,0
7815,Roden,6083 N. Northwest Hwy.,Chicago,60631.0,37254,2020,april,0
7816,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,1705,2020,april,0
7817,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,33022,2020,april,0
7818,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,74873,2020,april,0
7819,North Pulaski,4300 W. North Ave.,Chicago,60639.0,11265,2020,april,0
7820,McKinley Park,1915 W. 35th St.,Chicago,60609.0,31015,2020,april,0
7822,West Pullman,830 W. 119th St.,Chicago,60643.0,8768,2020,april,0
7823,Beverly,1962 W. 95th St.,Chicago,60643.0,29173,2020,april,0
7824,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,245,2020,april,0
7825,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,23781,2020,april,0
7826,Austin,5615 W. Race Ave.,Chicago,60644.0,8392,2020,april,0
7827,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,8596,2020,april,0
7828,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,41742,2020,april,0
7829,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,24446,2020,april,0
7830,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,7548,2020,april,0
7831,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,16952,2020,april,0
7832,Merlo,644 W. Belmont Ave.,Chicago,60657.0,41151,2020,april,0
7833,Uptown,929 W. Buena Ave.,Chicago,60613.0,59507,2020,april,0
7834,Chicago Lawn,6120 S. Kedzie Ave.,Chicago,60629.0,15080,2020,april,0
7835,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,276878,2020,april,275
7836,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,19047,2020,april,0
7837,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,3674,2020,april,0
7838,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,15626,2020,april,0
7839,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,105388,2020,april,0
7840,Gage Park,2807 W. 55th St.,Chicago,60632.0,3214,2020,april,0
7841,Northtown,6800 N. Western Ave.,Chicago,60645.0,94797,2020,april,19
7842,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,30500,2020,april,0
7843,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,60551,2020,april,1
7844,West Loop,122 N. Aberdeen St.,Chicago,60607.0,36711,2020,april,0
7845,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,3368,2020,april,0
7847,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,4091,2020,april,0
7848,Hall,4801 S. Michigan Ave.,Chicago,60615.0,7705,2020,april,0
7849,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,33407,2020,april,0
7850,Coleman,731 E. 63rd St.,Chicago,60637.0,10777,2020,april,0
7851,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,56704,2020,april,0
7852,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,25273,2020,april,0
7853,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,9573,2020,april,0
7854,Chicago Bee,3647 S. State St.,Chicago,60609.0,6035,2020,april,0
7855,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,13685,2020,april,0
7856,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,2675,2020,april,0
7858,Albany Park,,,,133366,2015,april,11463
7859,Altgeld,,,,6382,2015,april,506
7860,Archer Heights,,,,82792,2015,april,7683
7861,Austin,,,,22442,2015,april,1904
7862,Austin-Irving,,,,122335,2015,april,9990
7863,Avalon,,,,49109,2015,april,4271
7864,Back of the Yards,,,,46855,2015,april,4157
7865,Beverly,,,,64542,2015,april,5513
7866,Bezazian,,,,117706,2015,april,10393
7867,Blackstone,,,,101183,2015,april,9179
7868,Brainerd,,,,14542,2015,april,1244
7869,Brighton Park,,,,66829,2015,april,6075
7870,Bucktown-Wicker Park,,,,124088,2015,april,10528
7871,Budlong Woods,,,,107754,2015,april,8922
7872,Canaryville,,,,22869,2015,april,2062
7873,Chicago Bee,,,,18805,2015,april,1685
7874,Chicago Lawn,,,,44938,2015,april,4185
7875,Chinatown,,,,93103,2015,april,7786
7876,Clearing,,,,48062,2015,april,3978
7877,Coleman,,,,40712,2015,april,3133
7878,"Daley, Richard J. - Bridgeport",,,,83127,2015,april,7054
7879,"Daley, Richard M. - W Humboldt",,,,41193,2015,april,3513
7880,Douglass,,,,19617,2015,april,1500
7881,Dunning,,,,64074,2015,april,5472
7882,Edgebrook,,,,103432,2015,april,8641
7883,Edgewater,,,,186613,2015,april,16196
7884,Gage Park,,,,22602,2015,april,2062
7885,Galewood-Mont Clare,,,,11238,2015,april,916
7886,Garfield Ridge,,,,65412,2015,april,5855
7887,Greater Grand Crossing,,,,27683,2015,april,2508
7888,Hall,,,,20255,2015,april,1631
7889,Harold Washington Library Center,,,,694528,2015,april,58951
7890,Hegewisch,,,,31759,2015,april,2598
7891,Humboldt Park,,,,76278,2015,april,6522
7892,Independence,,,,70943,2015,april,7599
7893,Jefferson Park,,,,95066,2015,april,8178
7894,Jeffery Manor,,,,11663,2015,april,908
7895,Kelly,,,,12921,2015,april,1189
7896,King,,,,33625,2015,april,2952
7897,Legler Regional,,,,15884,2015,april,1344
7898,Lincoln Belmont,,,,151626,2015,april,12915
7899,Lincoln Park,,,,104515,2015,april,9204
7900,Little Village,,,,78186,2015,april,7316
7901,Logan Square,,,,127480,2015,april,11215
7902,Lozano,,,,62690,2015,april,5601
7903,Manning,,,,33295,2015,april,2578
7904,Mayfair,,,,54234,2015,april,4694
7905,McKinley Park,,,,72635,2015,april,6490
7906,Merlo,,,,91474,2015,april,8081
7907,Mount Greenwood,,,,73506,2015,april,5454
7908,Near North,,,,110292,2015,april,8882
7909,North Austin,,,,21804,2015,april,1812
7910,North Pulaski,,,,44186,2015,april,3685
7911,Northtown,,,,108104,2015,april,8767
7912,Oriole Park,,,,87674,2015,april,7693
7913,Portage-Cragin,,,,83419,2015,april,7479
7914,Pullman,,,,17280,2015,april,1404
7915,Roden,,,,70980,2015,april,5822
7916,Rogers Park,,,,129316,2015,april,10776
7917,Roosevelt,,,,64809,2015,april,5252
7918,Scottsdale,,,,40221,2015,april,3554
7919,Sherman Park,,,,11559,2015,april,1071
7920,South Chicago,,,,34270,2015,april,2952
7921,South Shore,,,,41383,2015,april,3060
7922,Sulzer Regional,,,,454520,2015,april,37415
7923,Thurgood Marshall,,,,32661,2015,april,2961
7924,Toman,,,,78780,2015,april,7469
7925,Uptown,,,,87694,2015,april,7094
7926,Vodak-East Side,,,,51649,2015,april,4267
7927,Walker,,,,26952,2015,april,2383
7928,Water Works,,,,37918,2015,april,3028
7929,West Belmont,,,,85968,2015,april,7609
7930,West Chicago Avenue,,,,17285,2015,april,1504
7931,West Englewood,,,,20104,2015,april,1896
7932,West Lawn,,,,67124,2015,april,5857
7933,West Pullman,,,,27604,2015,april,2528
7934,West Town,,,,82789,2015,april,6984
7935,"Whitney M. Young, Jr.",,,,27729,2015,april,2196
7936,Woodson Regional,,,,91916,2015,april,7062
7937,Wrightwood-Ashburn,,,,31962,2015,april,2905
7941,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,50484,2014,april,40
7942,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,8509,2014,april,611
7943,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,85217,2014,april,8059
7944,Austin,5615 W. Race Ave.,Chicago,60644.0,23394,2014,april,2014
7945,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,128656,2014,april,11294
7946,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,56819,2014,april,4573
7947,Back of the Yards,2111 W. 47th St.,Chicago,60609.0,53777,2014,april,4544
7948,Beverly,1962 W. 95th St.,Chicago,60643.0,67760,2014,april,6222
7949,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,133194,2014,april,11312
7950,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,112996,2014,april,10083
7951,Brainerd,1350 W. 89th St.,Chicago,60620.0,15377,2014,april,1073
7952,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,70790,2014,april,6938
7953,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,125727,2014,april,10815
7954,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,134406,2014,april,11634
7955,Canaryville,642 W. 43rd St.,Chicago,60609.0,28673,2014,april,2224
7956,Chicago Bee,3647 S. State St.,Chicago,60609.0,19872,2014,april,1616
7957,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,54607,2014,april,5465
7958,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,104026,2014,april,9349
7959,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,50054,2014,april,4111
7960,Coleman,731 E. 63rd St.,Chicago,60637.0,40207,2014,april,3318
7961,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,84264,2014,april,7838
7962,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,52533,2014,april,4395
7963,Douglass,3353 W. 13th St.,Chicago,60623.0,22865,2014,april,2060
7964,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,74067,2014,april,6296
7965,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,107462,2014,april,9017
7966,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,194415,2014,april,16809
7967,Gage Park,2807 W. 55th St.,Chicago,60632.0,24471,2014,april,2583
7968,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,10848,2014,april,960
7969,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,69786,2014,april,6515
7970,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,33138,2014,april,2845
7971,Hall,4801 S. Michigan Ave.,Chicago,60615.0,24974,2014,april,2182
7972,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,755189,2014,april,66768
7973,Hegewisch,3048 E. 130th St.,Chicago,60633.0,35545,2014,april,3206
7974,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,76142,2014,april,6112
7975,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,95965,2014,april,8421
7976,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,99639,2014,april,8212
7977,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,14421,2014,april,1292
7978,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,14163,2014,april,1285
7979,King,3436 S. King Dr.,Chicago,60616.0,36725,2014,april,3131
7980,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,18396,2014,april,1627
7981,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,164597,2014,april,14155
7982,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,113381,2014,april,9720
7983,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,89523,2014,april,8330
7984,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,132692,2014,april,11267
7985,Lozano,1805 S. Loomis St.,Chicago,60608.0,68087,2014,april,6770
7986,Manning,6 S. Hoyne Ave.,Chicago,60612.0,33834,2014,april,2740
7987,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,68141,2014,april,6626
7988,McKinley Park,1915 W. 35th St.,Chicago,60609.0,81179,2014,april,7651
7989,Merlo,644 W. Belmont Ave.,Chicago,60657.0,99051,2014,april,8611
7990,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,77568,2014,april,7031
7991,Near North,310 W. Division St.,Chicago,60610.0,118941,2014,april,10304
7992,North Austin,5724 W. North Ave.,Chicago,60639.0,24046,2014,april,2054
7993,North Pulaski,4300 W. North Ave.,Chicago,60639.0,46920,2014,april,5179
7994,Northtown,6435 N. California Ave.,Chicago,60645.0,118786,2014,april,10294
7995,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,93258,2014,april,8710
7996,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,90457,2014,april,7858
7997,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,21773,2014,april,1937
7998,Roden,6083 N. Northwest Highway,Chicago,60631.0,68912,2014,april,5992
7999,Rogers Park,6907 N. Clark St.,Chicago,60626.0,136193,2014,april,12520
8000,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,71714,2014,april,6328
8001,Scottsdale,4101 W. 79th St.,Chicago,60652.0,46698,2014,april,4037
8002,Sherman Park,5440 S. Racine Ave.,Chicago,60609.0,13035,2014,april,1261
8003,South Chicago,9055 S. Houston Ave.,Chicago,60617.0,40343,2014,april,3879
8004,South Shore,2505 E. 73rd St.,Chicago,60649.0,47425,2014,april,4088
8005,Sulzer Regional,4455 N. Lincoln Ave.,Chicago,60625.0,490667,2014,april,42385
8006,Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620.0,35971,2014,april,3035
8007,Toman,2708 S. Pulaski Rd.,Chicago,60623.0,86599,2014,april,7939
8008,Uptown,929 W. Buena Ave.,Chicago,60613.0,88574,2014,april,7159
8009,Vodak-East Side,3710 E. 106th St.,Chicago,60617.0,52719,2014,april,4616
8010,Walker,11071 S. Hoyne Ave.,Chicago,60643.0,30576,2014,april,2597
8011,Water Works,163 E. Pearson St.,Chicago,60611.0,38887,2014,april,3443
8012,West Belmont,3104 N. Narragansett Ave.,Chicago,60634.0,93990,2014,april,8262
8013,West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60651.0,20629,2014,april,1980
8014,West Englewood,1745 W. 63rd St.,Chicago,60636.0,22214,2014,april,1852
8015,West Lawn,4020 W. 63rd St.,Chicago,60629.0,72153,2014,april,6924
8016,West Pullman,830 W. 119th St.,Chicago,60643.0,30407,2014,april,2488
8017,West Town,1625 W. Chicago Ave.,Chicago,60622.0,92772,2014,april,7926
8018,"Whitney M. Young, Jr.",7901 S. King Dr.,Chicago,60619.0,31993,2014,april,3257
8019,Woodson Regional,9525 S. Halsted St.,Chicago,60628.0,105925,2014,april,9424
8020,Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652.0,36329,2014,april,2945
8024,Albany Park,5150 N. Kimball Ave.,Chicago,60625.0,120059,2011,may,8865
8025,Altgeld,13281 S. Corliss Ave.,Chicago,60827.0,9611,2011,may,816
8026,Archer Heights,5055 S. Archer Ave.,Chicago,60632.0,101951,2011,may,7472
8027,Austin,5615 W. Race Ave.,Chicago,60644.0,25527,2011,may,2133
8028,Austin-Irving,6100 W. Irving Park Rd.,Chicago,60634.0,165634,2011,may,11754
8029,Avalon,8148 S. Stony Island Ave. ,Chicago,60617.0,71884,2011,may,5596
8030,Back of the Yards,4650 S. Damen Ave.,Chicago,60609.0,40470,2011,may,5170
8031,Beverly,1962 W. 95th St.,Chicago,60643.0,106619,2011,may,8299
8032,Bezazian,1226 W. Ainslie St.,Chicago,60640.0,161803,2011,may,11739
8033,Blackstone,4904 S. Lake Park Ave.,Chicago,60615.0,128882,2011,may,9879
8034,Brainerd,1350 W. 89th St.,Chicago,60620.0,16657,2011,may,1296
8035,Brighton Park,4314 S. Archer Ave.,Chicago,60632.0,99091,2011,may,7183
8036,Bucktown-Wicker Park,1701 N. Milwaukee Ave.,Chicago,60647.0,173396,2011,may,14146
8037,Budlong Woods,5630 N. Lincoln Ave.,Chicago,60659.0,160271,2011,may,11637
8038,Canaryville,642 W. 43rd St.,Chicago,60609.0,35681,2011,may,2608
8039,Chicago Bee,3647 S. State St.,Chicago,60609.0,16129,2011,may,1197
8040,Chicago Lawn,6120 S. Kedzie Ave. ,Chicago,60629.0,65939,2011,may,4397
8041,Chinatown,2353 S. Wentworth Ave.,Chicago,60616.0,158449,2011,may,13080
8042,Clearing,6423 W. 63rd Pl.,Chicago,60638.0,77943,2011,may,5844
8043,Coleman,731 E. 63rd St.,Chicago,60637.0,33980,2011,may,2784
8044,"Daley, Richard J. - Bridgeport",3400 S. Halsted St.,Chicago,60608.0,99302,2011,may,7894
8045,"Daley, Richard M. - W Humboldt",733 N. Kedzie Ave.,Chicago,60612.0,38311,2011,may,3
8046,Douglass,3353 W. 13th St.,Chicago,60623.0,24191,2011,may,1872
8047,Dunning,7455 W. Cornelia Ave.,Chicago,60634.0,60892,2011,may,6242
8048,Edgebrook,5331 W. Devon Ave.,Chicago,60646.0,129288,2011,may,9871
8049,Edgewater,1210 W. Elmdale Ave.,Chicago,60660.0,76930,2011,may,12808
8050,Gage Park,2807 W. 55th St.,Chicago,60632.0,33978,2011,may,2401
8051,Galewood-Mont Clare,6871 W. Belden Ave.,Chicago,60707.0,9218,2011,may,572
8052,Garfield Ridge,6348 S. Archer Ave.,Chicago,60638.0,84481,2011,may,5925
8053,Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619.0,29922,2011,may,2463
8054,Hall,4801 S. Michigan Ave.,Chicago,60615.0,33396,2011,may,2693
8055,Harold Washington Library Center,400 S. State St.,Chicago,60605.0,966720,2011,may,82581
8056,Hegewisch,3048 E. 130th St.,Chicago,60633.0,41436,2011,may,3181
8057,Humboldt Park,1605 N. Troy St.,Chicago,60647.0,84825,2011,may,7509
8058,Independence,3548 W. Irving Park Rd.,Chicago,60618.0,125886,2011,may,9401
8059,Jefferson Park,5363 W. Lawrence Ave.,Chicago,60630.0,123076,2011,may,9422
8060,Jeffery Manor,2401 E. 100th St.,Chicago,60617.0,18319,2011,may,1429
8061,Kelly,6151 S. Normal Boulevard,Chicago,60621.0,17348,2011,may,1004
8062,King,3436 S. King Dr.,Chicago,60616.0,36280,2011,may,3108
8063,Legler Regional,115 S. Pulaski Rd.,Chicago,60624.0,18487,2011,may,1425
8064,Lincoln Belmont,1659 W. Melrose St.,Chicago,60657.0,194268,2011,may,14487
8065,Lincoln Park,1150 W. Fullerton Ave.,Chicago,60614.0,140877,2011,may,11213
8066,Little Village,2311 S. Kedzie Ave.,Chicago,60623.0,42276,2011,may,0
8067,Logan Square,3030 W. Fullerton Ave.,Chicago,60647.0,155741,2011,may,11784
8068,Lozano,1805 S. Loomis St.,Chicago,60608.0,75042,2011,may,5622
8069,Manning,6 S. Hoyne Ave.,Chicago,60612.0,44701,2011,may,3401
8070,Mayfair,4400 W. Lawrence Ave.,Chicago,60630.0,66018,2011,may,4723
8071,McKinley Park,1915 W. 35th St.,Chicago,60609.0,101381,2011,may,7632
8072,Merlo,644 W. Belmont Ave.,Chicago,60657.0,127160,2011,may,9314
8073,Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655.0,88689,2011,may,6552
8074,Near North,310 W. Division St.,Chicago,60610.0,154238,2011,may,12437
8075,North Austin,5724 W. North Ave.,Chicago,60639.0,32757,2011,may,2202
8076,North Pulaski,4300 W. North Ave.,Chicago,60639.0,59678,2011,may,3885
8077,Northtown,6435 N. California Ave.,Chicago,60645.0,145006,2011,may,10902
8078,Oriole Park,7454 W. Balmoral Ave.,Chicago,60656.0,139626,2011,may,10364
8079,Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641.0,118133,2011,may,7995
8080,Pullman,11001 S. Indiana Ave.,Chicago,60628.0,25807,2011,may,2019
8081,Roden,6083 N. Northwest Highway,Chicago,60631.0,84755,2011,may,6180
8082,Rogers Park,6907 N. Clark St.,Chicago,60626.0,190842,2011,may,13368
8083,Roosevelt,1101 W. Taylor St.,Chicago,60607.0,89642,2011,may,7257
8084,Scottsdale,4101 W. 79th St.,Chicago,60652.0,59737,2011,may,4399
