branch	address	city	zip code	ytd	year	month	circulation	date
Beverly	1962 W. 95th St.	Chicago	60643.0	29173	2020	november	2824	2020-11-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	245	2020	november	23	2020-11-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	23781	2020	november	1959	2020-11-01
Austin	5615 W. Race Ave.	Chicago	60644.0	8392	2020	november	639	2020-11-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	8596	2020	november	645	2020-11-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	41742	2020	november	4109	2020-11-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	24446	2020	november	2626	2020-11-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	7548	2020	november	577	2020-11-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	16952	2020	november	1437	2020-11-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	41151	2020	november	7005	2020-11-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	59507	2020	november	5055	2020-11-01
Chicago Lawn	6120 S. Kedzie Ave.	Chicago	60629.0	15080	2020	november	1271	2020-11-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	276878	2020	november	23071	2020-11-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	19047	2020	november	1373	2020-11-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	3674	2020	november	236	2020-11-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	15626	2020	november	1132	2020-11-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	105388	2020	november	9859	2020-11-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	3214	2020	november	0	2020-11-01
Northtown	6800 N. Western Ave.	Chicago	60645.0	94797	2020	november	9692	2020-11-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	30500	2020	november	2817	2020-11-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	60551	2020	november	5794	2020-11-01
West Loop	122 N. Aberdeen St.	Chicago	60607.0	36711	2020	november	3678	2020-11-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	3368	2020	november	222	2020-11-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	4091	2020	november	277	2020-11-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	7705	2020	november	70	2020-11-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	33407	2020	november	3317	2020-11-01
Coleman	731 E. 63rd St.	Chicago	60637.0	10777	2020	november	798	2020-11-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	56704	2020	november	4495	2020-11-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	25273	2020	november	1802	2020-11-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	9573	2020	november	815	2020-11-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	6035	2020	november	498	2020-11-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	13685	2020	november	1578	2020-11-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	2675	2020	november	302	2020-11-01
Albany Park				133366	2015	november	11485	2015-11-01
Altgeld				6382	2015	november	609	2015-11-01
Archer Heights				82792	2015	november	6869	2015-11-01
Austin				22442	2015	november	1966	2015-11-01
Austin-Irving				122335	2015	november	9628	2015-11-01
Avalon				49109	2015	november	3832	2015-11-01
Back of the Yards				46855	2015	november	3852	2015-11-01
Beverly				64542	2015	november	5009	2015-11-01
Bezazian				117706	2015	november	9098	2015-11-01
Blackstone				101183	2015	november	7500	2015-11-01
Brainerd				14542	2015	november	1015	2015-11-01
Brighton Park				66829	2015	november	5217	2015-11-01
Bucktown-Wicker Park				124088	2015	november	9290	2015-11-01
Budlong Woods				107754	2015	november	8624	2015-11-01
Canaryville				22869	2015	november	1652	2015-11-01
Chicago Bee				18805	2015	november	1266	2015-11-01
Chicago Lawn				44938	2015	november	3836	2015-11-01
Chinatown				93103	2015	november	12395	2015-11-01
Clearing				48062	2015	november	3640	2015-11-01
Coleman				40712	2015	november	3324	2015-11-01
Daley, Richard J. - Bridgeport				83127	2015	november	5896	2015-11-01
Daley, Richard M. - W Humboldt				41193	2015	november	3530	2015-11-01
Douglass				19617	2015	november	1543	2015-11-01
Dunning				64074	2015	november	5358	2015-11-01
Edgebrook				103432	2015	november	8340	2015-11-01
Edgewater				186613	2015	november	14206	2015-11-01
Gage Park				22602	2015	november	1988	2015-11-01
Galewood-Mont Clare				11238	2015	november	749	2015-11-01
Garfield Ridge				65412	2015	november	5520	2015-11-01
Greater Grand Crossing				27683	2015	november	2232	2015-11-01
Hall				20255	2015	november	1604	2015-11-01
Harold Washington Library Center				694528	2015	november	54766	2015-11-01
Hegewisch				31759	2015	november	2636	2015-11-01
Humboldt Park				76278	2015	november	6303	2015-11-01
Independence				70943	2015	november	0	2015-11-01
Jefferson Park				95066	2015	november	7793	2015-11-01
Jeffery Manor				11663	2015	november	859	2015-11-01
Kelly				12921	2015	november	910	2015-11-01
King				33625	2015	november	2925	2015-11-01
Legler Regional				15884	2015	november	1437	2015-11-01
Lincoln Belmont				151626	2015	november	11966	2015-11-01
Lincoln Park				104515	2015	november	8364	2015-11-01
Little Village				78186	2015	november	5977	2015-11-01
Logan Square				127480	2015	november	10609	2015-11-01
Lozano				62690	2015	november	5388	2015-11-01
Manning				33295	2015	november	2612	2015-11-01
Mayfair				54234	2015	november	5217	2015-11-01
McKinley Park				72635	2015	november	6033	2015-11-01
Merlo				91474	2015	november	7393	2015-11-01
Mount Greenwood				73506	2015	november	5313	2015-11-01
Near North				110292	2015	november	8789	2015-11-01
North Austin				21804	2015	november	1600	2015-11-01
North Pulaski				44186	2015	november	3700	2015-11-01
Northtown				108104	2015	november	8682	2015-11-01
Oriole Park				87674	2015	november	7355	2015-11-01
Portage-Cragin				83419	2015	november	6899	2015-11-01
Pullman				17280	2015	november	1444	2015-11-01
Roden				70980	2015	november	6114	2015-11-01
Rogers Park				129316	2015	november	10333	2015-11-01
Roosevelt				64809	2015	november	4876	2015-11-01
Scottsdale				40221	2015	november	2994	2015-11-01
Sherman Park				11559	2015	november	976	2015-11-01
South Chicago				34270	2015	november	2648	2015-11-01
South Shore				41383	2015	november	3320	2015-11-01
Sulzer Regional				454520	2015	november	38646	2015-11-01
Thurgood Marshall				32661	2015	november	3020	2015-11-01
Toman				78780	2015	november	6818	2015-11-01
Uptown				87694	2015	november	7170	2015-11-01
Vodak-East Side				51649	2015	november	4258	2015-11-01
Walker				26952	2015	november	1899	2015-11-01
Water Works				37918	2015	november	3001	2015-11-01
West Belmont				85968	2015	november	7110	2015-11-01
West Chicago Avenue				17285	2015	november	1504	2015-11-01
West Englewood				20104	2015	november	1326	2015-11-01
West Lawn				67124	2015	november	5755	2015-11-01
West Pullman				27604	2015	november	1990	2015-11-01
West Town				82789	2015	november	6653	2015-11-01
Whitney M. Young, Jr.				27729	2015	november	2468	2015-11-01
Woodson Regional				91916	2015	november	8261	2015-11-01
Wrightwood-Ashburn				31962	2015	november	2359	2015-11-01
Albany Park	5150 N. Kimball Ave.	Chicago	60625.0	50484	2014	november	12544	2014-11-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	8509	2014	november	831	2014-11-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	85217	2014	november	6705	2014-11-01
Austin	5615 W. Race Ave.	Chicago	60644.0	23394	2014	november	1965	2014-11-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	128656	2014	november	9968	2014-11-01
Avalon	8148 S. Stony Island Ave. 	Chicago	60617.0	56819	2014	november	4774	2014-11-01
Back of the Yards	2111 W. 47th St.	Chicago	60609.0	53777	2014	november	4294	2014-11-01
Beverly	1962 W. 95th St.	Chicago	60643.0	67760	2014	november	4969	2014-11-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	133194	2014	november	10652	2014-11-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	112996	2014	november	8549	2014-11-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	15377	2014	november	1213	2014-11-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	70790	2014	november	5469	2014-11-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	125727	2014	november	9881	2014-11-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	134406	2014	november	10026	2014-11-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	28673	2014	november	2394	2014-11-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	19872	2014	november	1963	2014-11-01
Chicago Lawn	6120 S. Kedzie Ave. 	Chicago	60629.0	54607	2014	november	3682	2014-11-01
Chinatown	2353 S. Wentworth Ave.	Chicago	60616.0	104026	2014	november	7713	2014-11-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	50054	2014	november	4171	2014-11-01
Coleman	731 E. 63rd St.	Chicago	60637.0	40207	2014	november	3605	2014-11-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	84264	2014	november	6716	2014-11-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	52533	2014	november	3986	2014-11-01
Douglass	3353 W. 13th St.	Chicago	60623.0	22865	2014	november	1870	2014-11-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	74067	2014	november	5256	2014-11-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	107462	2014	november	8033	2014-11-01
Edgewater	1210 W. Elmdale Ave.	Chicago	60660.0	194415	2014	november	15380	2014-11-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	24471	2014	november	1855	2014-11-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	10848	2014	november	872	2014-11-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	69786	2014	november	5333	2014-11-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	33138	2014	november	2834	2014-11-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	24974	2014	november	2178	2014-11-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	755189	2014	november	58847	2014-11-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	35545	2014	november	3047	2014-11-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	76142	2014	november	6891	2014-11-01
Independence	3548 W. Irving Park Rd.	Chicago	60618.0	95965	2014	november	7512	2014-11-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	99639	2014	november	7077	2014-11-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	14421	2014	november	1379	2014-11-01
Kelly	6151 S. Normal Boulevard	Chicago	60621.0	14163	2014	november	1004	2014-11-01
King	3436 S. King Dr.	Chicago	60616.0	36725	2014	november	2935	2014-11-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	18396	2014	november	1425	2014-11-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	164597	2014	november	12596	2014-11-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	113381	2014	november	9106	2014-11-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	89523	2014	november	7177	2014-11-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	132692	2014	november	10559	2014-11-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	68087	2014	november	5063	2014-11-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	33834	2014	november	2642	2014-11-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	68141	2014	november	4387	2014-11-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	81179	2014	november	5982	2014-11-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	99051	2014	november	7691	2014-11-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	77568	2014	november	5717	2014-11-01
Near North	310 W. Division St.	Chicago	60610.0	118941	2014	november	9207	2014-11-01
North Austin	5724 W. North Ave.	Chicago	60639.0	24046	2014	november	1801	2014-11-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	46920	2014	november	2093	2014-11-01
Northtown	6435 N. California Ave.	Chicago	60645.0	118786	2014	november	9187	2014-11-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	93258	2014	november	6729	2014-11-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	90457	2014	november	7314	2014-11-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	21773	2014	november	1634	2014-11-01
Roden	6083 N. Northwest Highway	Chicago	60631.0	68912	2014	november	5135	2014-11-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	136193	2014	november	10808	2014-11-01
Roosevelt	1101 W. Taylor St.	Chicago	60607.0	71714	2014	november	5378	2014-11-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	46698	2014	november	3847	2014-11-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	13035	2014	november	1017	2014-11-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	40343	2014	november	3065	2014-11-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	47425	2014	november	3473	2014-11-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	490667	2014	november	38722	2014-11-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	35971	2014	november	3026	2014-11-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	86599	2014	november	7172	2014-11-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	88574	2014	november	6867	2014-11-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	52719	2014	november	4220	2014-11-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	30576	2014	november	2072	2014-11-01
Water Works	163 E. Pearson St.	Chicago	60611.0	38887	2014	november	2736	2014-11-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	93990	2014	november	7513	2014-11-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	20629	2014	november	1631	2014-11-01
West Englewood	1745 W. 63rd St.	Chicago	60636.0	22214	2014	november	1767	2014-11-01
West Lawn	4020 W. 63rd St.	Chicago	60629.0	72153	2014	november	5996	2014-11-01
West Pullman	830 W. 119th St.	Chicago	60643.0	30407	2014	november	2302	2014-11-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	92772	2014	november	7597	2014-11-01
Whitney M. Young, Jr.	7901 S. King Dr.	Chicago	60619.0	31993	2014	november	2686	2014-11-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	105925	2014	november	8851	2014-11-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	36329	2014	november	2873	2014-11-01
Albany Park	5150 N. Kimball Ave.	Chicago	60625.0	120059	2011	december	9934	2011-12-01
Altgeld	13281 S. Corliss Ave.	Chicago	60827.0	9611	2011	december	692	2011-12-01
Archer Heights	5055 S. Archer Ave.	Chicago	60632.0	101951	2011	december	7865	2011-12-01
Austin	5615 W. Race Ave.	Chicago	60644.0	25527	2011	december	2116	2011-12-01
Austin-Irving	6100 W. Irving Park Rd.	Chicago	60634.0	165634	2011	december	12404	2011-12-01
Avalon	8148 S. Stony Island Ave. 	Chicago	60617.0	71884	2011	december	5295	2011-12-01
Back of the Yards	4650 S. Damen Ave.	Chicago	60609.0	40470	2011	december	0	2011-12-01
Beverly	1962 W. 95th St.	Chicago	60643.0	106619	2011	december	7578	2011-12-01
Bezazian	1226 W. Ainslie St.	Chicago	60640.0	161803	2011	december	15243	2011-12-01
Blackstone	4904 S. Lake Park Ave.	Chicago	60615.0	128882	2011	december	11005	2011-12-01
Brainerd	1350 W. 89th St.	Chicago	60620.0	16657	2011	december	1059	2011-12-01
Brighton Park	4314 S. Archer Ave.	Chicago	60632.0	99091	2011	december	7562	2011-12-01
Bucktown-Wicker Park	1701 N. Milwaukee Ave.	Chicago	60647.0	173396	2011	december	12499	2011-12-01
Budlong Woods	5630 N. Lincoln Ave.	Chicago	60659.0	160271	2011	december	12531	2011-12-01
Canaryville	642 W. 43rd St.	Chicago	60609.0	35681	2011	december	2877	2011-12-01
Chicago Bee	3647 S. State St.	Chicago	60609.0	16129	2011	december	1353	2011-12-01
Chicago Lawn	6120 S. Kedzie Ave. 	Chicago	60629.0	65939	2011	december	5303	2011-12-01
Chinatown	2353 S. Wentworth Ave.	Chicago	60616.0	158449	2011	december	13127	2011-12-01
Clearing	6423 W. 63rd Pl.	Chicago	60638.0	77943	2011	december	5577	2011-12-01
Coleman	731 E. 63rd St.	Chicago	60637.0	33980	2011	december	2516	2011-12-01
Daley, Richard J. - Bridgeport	3400 S. Halsted St.	Chicago	60608.0	99302	2011	december	8229	2011-12-01
Daley, Richard M. - W Humboldt	733 N. Kedzie Ave.	Chicago	60612.0	38311	2011	december	5132	2011-12-01
Douglass	3353 W. 13th St.	Chicago	60623.0	24191	2011	december	1982	2011-12-01
Dunning	7455 W. Cornelia Ave.	Chicago	60634.0	60892	2011	december	6418	2011-12-01
Edgebrook	5331 W. Devon Ave.	Chicago	60646.0	129288	2011	december	9077	2011-12-01
Edgewater	1210 W. Elmdale Ave.	Chicago	60660.0	76930	2011	december	1583	2011-12-01
Gage Park	2807 W. 55th St.	Chicago	60632.0	33978	2011	december	2980	2011-12-01
Galewood-Mont Clare	6871 W. Belden Ave.	Chicago	60707.0	9218	2011	december	544	2011-12-01
Garfield Ridge	6348 S. Archer Ave.	Chicago	60638.0	84481	2011	december	6082	2011-12-01
Greater Grand Crossing	1000 E. 73rd St.	Chicago	60619.0	29922	2011	december	3251	2011-12-01
Hall	4801 S. Michigan Ave.	Chicago	60615.0	33396	2011	december	2875	2011-12-01
Harold Washington Library Center	400 S. State St.	Chicago	60605.0	966720	2011	december	68856	2011-12-01
Hegewisch	3048 E. 130th St.	Chicago	60633.0	41436	2011	december	3073	2011-12-01
Humboldt Park	1605 N. Troy St.	Chicago	60647.0	84825	2011	december	6730	2011-12-01
Independence	3548 W. Irving Park Rd.	Chicago	60618.0	125886	2011	december	9614	2011-12-01
Jefferson Park	5363 W. Lawrence Ave.	Chicago	60630.0	123076	2011	december	9755	2011-12-01
Jeffery Manor	2401 E. 100th St.	Chicago	60617.0	18319	2011	december	1463	2011-12-01
Kelly	6151 S. Normal Boulevard	Chicago	60621.0	17348	2011	december	1575	2011-12-01
King	3436 S. King Dr.	Chicago	60616.0	36280	2011	december	3107	2011-12-01
Legler Regional	115 S. Pulaski Rd.	Chicago	60624.0	18487	2011	december	1602	2011-12-01
Lincoln Belmont	1659 W. Melrose St.	Chicago	60657.0	194268	2011	december	14692	2011-12-01
Lincoln Park	1150 W. Fullerton Ave.	Chicago	60614.0	140877	2011	december	10706	2011-12-01
Little Village	2311 S. Kedzie Ave.	Chicago	60623.0	42276	2011	december	11732	2011-12-01
Logan Square	3030 W. Fullerton Ave.	Chicago	60647.0	155741	2011	december	13183	2011-12-01
Lozano	1805 S. Loomis St.	Chicago	60608.0	75042	2011	december	6029	2011-12-01
Manning	6 S. Hoyne Ave.	Chicago	60612.0	44701	2011	december	3608	2011-12-01
Mayfair	4400 W. Lawrence Ave.	Chicago	60630.0	66018	2011	december	5613	2011-12-01
McKinley Park	1915 W. 35th St.	Chicago	60609.0	101381	2011	december	8328	2011-12-01
Merlo	644 W. Belmont Ave.	Chicago	60657.0	127160	2011	december	10615	2011-12-01
Mount Greenwood	11010 S. Kedzie Ave.	Chicago	60655.0	88689	2011	december	5981	2011-12-01
Near North	310 W. Division St.	Chicago	60610.0	154238	2011	december	12194	2011-12-01
North Austin	5724 W. North Ave.	Chicago	60639.0	32757	2011	december	2272	2011-12-01
North Pulaski	4300 W. North Ave.	Chicago	60639.0	59678	2011	december	5372	2011-12-01
Northtown	6435 N. California Ave.	Chicago	60645.0	145006	2011	december	12227	2011-12-01
Oriole Park	7454 W. Balmoral Ave.	Chicago	60656.0	139626	2011	december	9878	2011-12-01
Portage-Cragin	5108 W. Belmont Ave.	Chicago	60641.0	118133	2011	december	9517	2011-12-01
Pullman	11001 S. Indiana Ave.	Chicago	60628.0	25807	2011	december	2033	2011-12-01
Roden	6083 N. Northwest Highway	Chicago	60631.0	84755	2011	december	6082	2011-12-01
Rogers Park	6907 N. Clark St.	Chicago	60626.0	190842	2011	december	16597	2011-12-01
Roosevelt	1101 W. Taylor St.	Chicago	60607.0	89642	2011	december	6665	2011-12-01
Scottsdale	4101 W. 79th St.	Chicago	60652.0	59737	2011	december	4659	2011-12-01
Sherman Park	5440 S. Racine Ave.	Chicago	60609.0	19818	2011	december	1884	2011-12-01
South Chicago	9055 S. Houston Ave.	Chicago	60617.0	54168	2011	december	4519	2011-12-01
South Shore	2505 E. 73rd St.	Chicago	60649.0	41954	2011	december	3635	2011-12-01
Sulzer Regional	4455 N. Lincoln Ave.	Chicago	60625.0	619734	2011	december	46408	2011-12-01
Thurgood Marshall	7506 S. Racine Ave.	Chicago	60620.0	39535	2011	december	3227	2011-12-01
Toman	2708 S. Pulaski Rd.	Chicago	60623.0	135191	2011	december	10455	2011-12-01
Uptown	929 W. Buena Ave.	Chicago	60613.0	109341	2011	december	8741	2011-12-01
Vodak-East Side	3710 E. 106th St.	Chicago	60617.0	72016	2011	december	4980	2011-12-01
Walker	11071 S. Hoyne Ave.	Chicago	60643.0	47634	2011	december	4062	2011-12-01
Water Works	163 E. Pearson St.	Chicago	60611.0	45047	2011	december	3917	2011-12-01
West Belmont	3104 N. Narragansett Ave.	Chicago	60634.0	123909	2011	december	9835	2011-12-01
West Chicago Avenue	4856 W. Chicago Ave.	Chicago	60651.0	22091	2011	december	1609	2011-12-01
West Englewood	1745 W. 63rd St.	Chicago	60636.0	23258	2011	december	1834	2011-12-01
West Lawn	4020 W. 63rd St.	Chicago	60629.0	94922	2011	december	7980	2011-12-01
West Pullman	830 W. 119th St.	Chicago	60643.0	40144	2011	december	3147	2011-12-01
West Town	1625 W. Chicago Ave.	Chicago	60622.0	122088	2011	december	9275	2011-12-01
Whitney M. Young, Jr.	7901 S. King Dr.	Chicago	60619.0	37399	2011	december	3190	2011-12-01
Woodson Regional	9525 S. Halsted St.	Chicago	60628.0	125056	2011	december	9474	2011-12-01
Wrightwood-Ashburn	8530 S. Kedzie Ave.	Chicago	60652.0	42257	2011	december	3200	2011-12-01
Albany Park				135858	2016	december	8933	2016-12-01
Altgeld				5864	2016	december	388	2016-12-01
Archer Heights				75818	2016	december	5067	2016-12-01
Austin				21272	2016	december	1505	2016-12-01
Austin-Irving				118020	2016	december	8423	2016-12-01
Avalon				47702	2016	december	3773	2016-12-01
Back of the Yards				39502	2016	december	2240	2016-12-01
Beverly				62264	2016	december	5105	2016-12-01
Bezazian				115177	2016	december	8461	2016-12-01
Blackstone				100420	2016	december	7585	2016-12-01
Brainerd				13258	2016	december	868	2016-12-01
Brighton Park				59178	2016	december	3828	2016-12-01
Bucktown-Wicker Park				123454	2016	december	8836	2016-12-01
Budlong Woods				102830	2016	december	7773	2016-12-01
Canaryville				22528	2016	december	1916	2016-12-01
Chicago Bee				15002	2016	december	1018	2016-12-01
Chicago Lawn				37448	2016	december	2647	2016-12-01
Chinatown				139865	2016	december	10116	2016-12-01
Clearing				41732	2016	december	3305	2016-12-01
Coleman				42340	2016	december	3260	2016-12-01
Daley, Richard J. - Bridgeport				74356	2016	december	5498	2016-12-01
Daley, Richard M. - W Humboldt				42352	2016	december	2774	2016-12-01
Douglass				19343	2016	december	1670	2016-12-01
Dunning				63134	2016	december	4475	2016-12-01
Edgebrook				102567	2016	december	7093	2016-12-01
Edgewater				184583	2016	december	14080	2016-12-01
Gage Park				21873	2016	december	1438	2016-12-01
Galewood-Mont Clare				12195	2016	december	887	2016-12-01
Garfield Ridge				61834	2016	december	4605	2016-12-01
Greater Grand Crossing				25993	2016	december	1888	2016-12-01
Hall				15817	2016	december	1084	2016-12-01
Harold Washington Library Center				670077	2016	december	49632	2016-12-01
Hegewisch				28835	2016	december	1845	2016-12-01
Humboldt Park				70210	2016	december	4951	2016-12-01
Independence				0	2016	december	0	2016-12-01
Jefferson Park				95365	2016	december	6257	2016-12-01
Jeffery Manor				12344	2016	december	925	2016-12-01
Kelly				11307	2016	december	945	2016-12-01
King				32994	2016	december	2428	2016-12-01
Legler Regional				16029	2016	december	1190	2016-12-01
Lincoln Belmont				156842	2016	december	11630	2016-12-01
Lincoln Park				111387	2016	december	8798	2016-12-01
Little Village				68243	2016	december	4564	2016-12-01
Logan Square				127151	2016	december	9316	2016-12-01
Lozano				61126	2016	december	4309	2016-12-01
Manning				31008	2016	december	2404	2016-12-01
Mayfair				59682	2016	december	4383	2016-12-01
McKinley Park				73007	2016	december	5585	2016-12-01
Merlo				96756	2016	december	7078	2016-12-01
Mount Greenwood				68918	2016	december	4529	2016-12-01
Near North				114311	2016	december	8588	2016-12-01
North Austin				19702	2016	december	1610	2016-12-01
North Pulaski				45763	2016	december	3301	2016-12-01
Northtown				100530	2016	december	7354	2016-12-01
Oriole Park				79077	2016	december	5245	2016-12-01
Portage-Cragin				86307	2016	december	6672	2016-12-01
Pullman				16344	2016	december	1210	2016-12-01
Roden				73599	2016	december	5167	2016-12-01
Rogers Park				131222	2016	december	9356	2016-12-01
Roosevelt				62700	2016	december	4556	2016-12-01
Scottsdale				35488	2016	december	2273	2016-12-01
Sherman Park				10521	2016	december	781	2016-12-01
South Chicago				30219	2016	december	1992	2016-12-01
South Shore				38129	2016	december	2560	2016-12-01
Sulzer Regional				412021	2016	december	27483	2016-12-01
Thurgood Marshall				31240	2016	december	2066	2016-12-01
Toman				70387	2016	december	5204	2016-12-01
Uptown				87270	2016	december	6659	2016-12-01
Vodak-East Side				49351	2016	december	3167	2016-12-01
Walker				23499	2016	december	1638	2016-12-01
Water Works				42264	2016	december	3112	2016-12-01
West Belmont				84081	2016	december	6506	2016-12-01
West Chicago Avenue				16645	2016	december	1157	2016-12-01
West Englewood				16878	2016	december	1139	2016-12-01
West Lawn				59115	2016	december	3981	2016-12-01
West Pullman				26449	2016	december	2696	2016-12-01
West Town				75478	2016	december	5304	2016-12-01
Whitney M. Young, Jr.				23194	2016	december	1648	2016-12-01
Woodson Regional				74622	2016	december	0	2016-12-01
Wrightwood-Ashburn				25190	2016	december	1724	2016-12-01
Altgeld				4297	2017	december	280	2017-12-01
Garfield Ridge				61434	2017	december	4513	2017-12-01
Rogers Park				126146	2017	december	9515	2017-12-01
Merlo				95477	2017	december	6840	2017-12-01
Legler Regional				12520	2017	december	798	2017-12-01
King				28927	2017	december	2019	2017-12-01
North Austin				17845	2017	december	629	2017-12-01
Uptown				83125	2017	december	5900	2017-12-01
Wrightwood-Ashburn				22473	2017	december	1507	2017-12-01
Harold Washington Library Center				634570	2017	december	47508	2017-12-01
Toman				65020	2017	december	5137	2017-12-01
West Belmont				81816	2017	december	5519	2017-12-01
Daley, Richard J. - Bridgeport				66355	2017	december	4898	2017-12-01
Sherman Park				9228	2017	december	656	2017-12-01
Coleman				40095	2017	december	3111	2017-12-01
Oriole Park				72151	2017	december	4899	2017-12-01
Pullman				15123	2017	december	936	2017-12-01
Northtown				94927	2017	december	6637	2017-12-01
Water Works				48351	2017	december	3863	2017-12-01
Lincoln Belmont				154474	2017	december	10872	2017-12-01
Austin-Irving				110235	2017	december	7866	2017-12-01
Chinatown				127037	2017	december	9600	2017-12-01
North Pulaski				37242	2017	december	2586	2017-12-01
Brighton Park				56112	2017	december	4057	2017-12-01
Budlong Woods				97721	2017	december	7057	2017-12-01
Douglass				15553	2017	december	1030	2017-12-01
Vodak-East Side				41701	2017	december	2650	2017-12-01
Whitney M. Young, Jr.				14547	2017	december	0	2017-12-01
West Chicago Avenue				12682	2017	december	1156	2017-12-01
